turn number,turn,node number,decition time,move,
  55,black,    7518061,   1.990684,Black knight from B6 to D7,
56,white,    2356525,   0.628492,White king from D1 to E1,
  57,black,    8197127,   2.141127,Black knight from C6 to A7,
58,white,    2574226,   0.681548,White knight from C3 to D1,
  59,black,    7035174,   1.759261,Black rook from F8 to H8,
60,white,    1385917,   0.364411,White queen from H3 to F3,
  61,black,    4438596,   1.112292,Black rook from H8 to F8,
62,white,   10824117,   2.745433,White rook from F1 to G1,
  63,black,   19767089,   4.864638,Black rook from F8 to H8,
64,white,    4562980,   1.135798,White queen from F3 to D5,
  65,black,    9496780,   2.418100,Black queen from A6 to B6,
66,white,    9776222,   2.438471,White queen from D5 to F3,
  67,black,   11758711,   2.858545,Black knight from D7 to F8,
68,white,  226309719,  55.541980,White rook from G1 to G2,
  69,black,  114419596,  27.559163,Black king from E8 to E7,
70,white,     236857,   0.063261,White queen from F3 to H3,
  71,black,     639657,   0.172680,Black knight from F8 to D7,
72,white,     196725,   0.050559,White knight from D1 to C3,
  73,black,     135110,   0.035137,Black rook from H8 to E8,
74,white,     111700,   0.028545,White knight from C3 to D5,
  75,black,      60343,   0.017295,Black king from E7 to D6,
76,white,    1859927,   0.511458,White knight from D5 to B6,
  77,black,    1804678,   0.488286,Black knight from D7 to B6,
78,white,     358420,   0.095879,White rook from A1 to B1,
  79,black,     929323,   0.250142,Black rook from E8 to D8,
80,white,     712039,   0.186814,White rook from B1 to A1,
  81,black,     693349,   0.190346,Black bishop from C8 to D7,
82,white,    2111159,   0.574331,White queen from H3 to G3,
  83,black,    3848024,   1.043455,Black bishop from D7 to C6,
84,white,    1058589,   0.284884,White pawn from F2 to F3,
  85,black,     748431,   0.205852,Black rook from D8 to C8,
86,white,     649062,   0.174630,White pawn from D2 to D4,
  87,black,     518638,   0.144888,Black knight from B6 to D7,
88,white,     929046,   0.249272,White rook from A1 to D1,
  89,black,    1635562,   0.436785,Black rook from C8 to G8,
90,white,     827339,   0.228628,White pawn from D4 to E5,
  91,black,      67512,   0.018207,Black king from D6 to E6,
92,white,   38014744,   9.216308,White rook from D1 to D6,
  93,black,     337912,   0.092180,Black king from E6 to E7,
94,white,   17209949,   4.506743,White pawn from E5 to E6,
  95,black,    7256105,   1.902707,Black knight from D7 to E5,
96,white,    9797550,   2.477905,White bishop from A3 to C5,
  97,black,    2669773,   0.698562,Black pawn from B7 to B6,
98,white,    7883791,   2.020924,White rook from D6 to C6,
  99,black,      58918,   0.015368,Black pawn from B6 to C5,
100,white,     202825,   0.053037,White rook from C6 to C7,
 101,black,      69151,   0.019507,Black king from E7 to E6,
102,white,     283281,   0.078291,White rook from C7 to A7,
 103,black,     298256,   0.085029,Black rook from G8 to F8,
104,white,     163194,   0.045867,White rook from G2 to F2,
 105,black,     571628,   0.158429,Black rook from B8 to C8,
106,white,     158286,   0.042820,White pawn from E3 to E4,
 107,black,     325083,   0.089392,Black rook from F8 to G8,
108,white,     124914,   0.033285,White queen from G3 to G2,
 109,black,     149298,   0.041495,Black bishop from H6 to G7,
110,white,      92754,   0.023941,White rook from A7 to A5,
 111,black,     148540,   0.039089,Black pawn from H7 to H6,
112,white,     123545,   0.030944,White pawn from A2 to A4,
 113,black,     115239,   0.030676,Black rook from G8 to D8,
114,white,     110386,   0.028273,White queen from G2 to H1,
 115,black,     128911,   0.033555,Black king from E6 to D7,
116,white,     220990,   0.052431,White pawn from F3 to F4,
 117,black,     363488,   0.089406,Black pawn from G5 to F4,
118,white,     210801,   0.052272,White rook from F2 to F1,
 119,black,      66567,   0.016546,Black rook from D8 to F8,
120,white,     359225,   0.086980,White rook from A5 to A7,
 121,black,      33662,   0.008031,Black rook from C8 to C7,
122,white,     376230,   0.089509,White rook from A7 to C7,
 123,black,       7048,   0.001776,Black king from D7 to C7,
124,white,      33098,   0.007705,White rook from F1 to F4,
 125,black,      65015,   0.015124,Black rook from F8 to F7,
126,white,      55622,   0.012524,White knight from H2 to F1,
 127,black,      37348,   0.008582,Black king from C7 to B7,
128,white,      65121,   0.013904,White queen from H1 to H4,
 129,black,      46167,   0.010802,Black bishop from G7 to H8,
130,white,     107971,   0.024003,White rook from F4 to F5,
 131,black,      55539,   0.013245,Black king from B7 to B6,
132,white,      74982,   0.017154,White knight from F1 to G3,
 133,black,      47822,   0.011799,Black king from B6 to A6,
134,white,      55717,   0.012740,White rook from F5 to F4,
 135,black,      37255,   0.009093,Black bishop from H8 to G7,
136,white,      57834,   0.013243,White king from E1 to D2,
 137,black,      36121,   0.009087,Black king from A6 to A7,
138,white,     110749,   0.025361,White knight from G3 to F5,
 139,black,      52622,   0.012911,Black bishop from G7 to F8,
140,white,     135806,   0.031971,White knight from F5 to G3,
 141,black,      51367,   0.012322,Black bishop from F8 to G7,
142,white,     110749,   0.025382,White bishop from E2 to D3,
 143,black,      46834,   0.011435,Black rook from F7 to D7,
144,white,      14287,   0.003715,White rook from F4 to F6,
 145,black,      50652,   0.013089,Black rook from D7 to D3,
146,white,       8856,   0.002084,White king from D2 to C1,
 147,black,      75230,   0.017566,Black rook from D3 to C3,
148,white,       4409,   0.001148,White king from C1 to D1,
 149,black,      57233,   0.013237,Black rook from C3 to G3,
150,white,      14301,   0.003372,White rook from F6 to A6,
 151,black,      14751,   0.003389,Black king from A7 to A6,
152,white,       2322,   0.000658,White queen from H4 to G3,
 153,black,       9915,   0.002260,Black knight from E5 to D7,
154,white,       9330,   0.001831,White queen from G3 to C7,
 155,black,       6609,   0.001605,Black knight from D7 to E5,
156,white,       6912,   0.001563,White queen from C7 to G7,
 157,black,       3486,   0.000877,Black knight from E5 to C6,
158,white,       4273,   0.000891,White king from D1 to D2,
 159,black,       3878,   0.001011,Black knight from C6 to A7,
160,white,       2310,   0.000518,White queen from G7 to C7,
 161,black,        730,   0.000228,Black knight from A7 to C6,
162,white,       2246,   0.000522,White queen from C7 to C6,
 163,black,        117,   0.000051,Black king from A6 to A7,
164,white,       1294,   0.000264,White queen from C6 to C7,
 165,black,        225,   0.000077,Black king from A7 to A8,
166,white,        526,   0.000116,White pawn from A4 to A5,
 167,black,          0,   0.000000,Stalemate,
