turn number,turn,node number,decition time,move,
116,white,     220990,   0.052492,White pawn from F3 to F4,
 117,black,     363488,   0.089537,Black pawn from G5 to F4,
118,white,     210801,   0.052230,White rook from F2 to F1,
 119,black,      66567,   0.016605,Black rook from D8 to F8,
120,white,     359225,   0.086863,White rook from A5 to A7,
 121,black,      33662,   0.008063,Black rook from C8 to C7,
122,white,     376230,   0.089376,White rook from A7 to C7,
 123,black,       7048,   0.001802,Black king from D7 to C7,
124,white,      33098,   0.007734,White rook from F1 to F4,
 125,black,      65015,   0.015212,Black rook from F8 to F7,
126,white,      55622,   0.012593,White knight from H2 to F1,
 127,black,      37348,   0.008605,Black king from C7 to B7,
128,white,      65121,   0.013951,White queen from H1 to H4,
 129,black,      46167,   0.010830,Black bishop from G7 to H8,
130,white,     107971,   0.024051,White rook from F4 to F5,
 131,black,      55539,   0.013253,Black king from B7 to B6,
132,white,      74982,   0.017218,White knight from F1 to G3,
 133,black,      47822,   0.011845,Black king from B6 to A6,
134,white,      55717,   0.012807,White rook from F5 to F4,
 135,black,      37255,   0.009124,Black bishop from H8 to G7,
136,white,      57834,   0.013302,White king from E1 to D2,
 137,black,      36121,   0.009109,Black king from A6 to A7,
138,white,     110749,   0.025419,White knight from G3 to F5,
 139,black,      52622,   0.012924,Black bishop from G7 to F8,
140,white,     135806,   0.032015,White knight from F5 to G3,
 141,black,      51367,   0.012326,Black bishop from F8 to G7,
142,white,     110749,   0.025411,White bishop from E2 to D3,
 143,black,      46834,   0.011449,Black rook from F7 to D7,
144,white,      14287,   0.003736,White rook from F4 to F6,
 145,black,      50652,   0.013152,Black rook from D7 to D3,
146,white,       8856,   0.002112,White king from D2 to C1,
 147,black,      75230,   0.017651,Black rook from D3 to C3,
148,white,       4409,   0.001177,White king from C1 to D1,
 149,black,      57233,   0.013291,Black rook from C3 to G3,
150,white,      14301,   0.003403,White rook from F6 to A6,
 151,black,      14751,   0.003413,Black king from A7 to A6,
152,white,       2322,   0.000686,White queen from H4 to G3,
 153,black,       9915,   0.002289,Black knight from E5 to D7,
154,white,       9330,   0.001886,White queen from G3 to C7,
 155,black,       6609,   0.001634,Black knight from D7 to E5,
156,white,       6912,   0.001584,White queen from C7 to G7,
 157,black,       3486,   0.000900,Black knight from E5 to C6,
158,white,       4273,   0.000916,White king from D1 to D2,
 159,black,       3878,   0.001041,Black knight from C6 to A7,
160,white,       2310,   0.000545,White queen from G7 to C7,
 161,black,        730,   0.000227,Black knight from A7 to C6,
162,white,       2246,   0.000522,White queen from C7 to C6,
 163,black,        117,   0.000052,Black king from A6 to A7,
164,white,       1294,   0.000264,White queen from C6 to C7,
 165,black,        225,   0.000077,Black king from A7 to A8,
166,white,        526,   0.000115,White pawn from A4 to A5,
 167,black,          0,   0.000000,Stalemate,
