turn number,turn,node number,decition time,move,
0,white,    9627,0.001720,White pawn from E2 to E3,
1,black,   13708,0.002894,Black pawn from G7 to G5,
2,white,   31185,0.006159,White knight from G1 to F3,
3,black,   18075,0.004070,Black pawn from F7 to F6,
4,white,   40778,0.008824,White pawn from H2 to H4,
5,black,   86434,0.020153,Black bishop from F8 to H6,
6,white, 1025964,0.247767,White pawn from G2 to G4,
7,black,  339847,0.086397,Black pawn from C7 to C6,
8,white, 1439607,0.362971,White bishop from F1 to G2,
9,black,  390349,0.102266,Black pawn from E7 to E5,
10,white,30063982,8.056171,White pawn from H4 to H5,
11,black,  133665,0.036140,Black pawn from D7 to D6,
12,white, 2501844,0.657417,White knight from F3 to H2,
13,black,  152831,0.040564,Black king from E8 to F7,
14,white,  339370,0.088834,White queen from D1 to E2,
15,black,  299693,0.077803,Black queen from D8 to A5,
16,white,  681909,0.184549,White queen from E2 to F3,
17,black,  714273,0.187193,Black knight from B8 to D7,
18,white, 1991778,0.513994,White rook from H1 to G1,
19,black,  709287,0.187820,Black rook from A8 to B8,
20,white, 1148990,0.297584,White king from E1 to D1,
21,black,  921789,0.245574,Black king from F7 to E7,
22,white, 2089110,0.527986,White king from D1 to E2,
23,black, 3294650,0.857828,Black queen from A5 to A6,
24,white,   56795,0.014553,White king from E2 to D1,
25,black,  639814,0.177224,Black king from E7 to E8,
26,white, 9324917,2.451939,White bishop from G2 to F1,
27,black,  489526,0.131570,Black queen from A6 to B6,
28,white, 2455931,0.622693,White bishop from F1 to D3,
29,black,  919221,0.240229,Black knight from D7 to C5,
30,white,27135966,7.369502,White bishop from D3 to E2,
31,black, 1992142,0.554120,Black knight from C5 to D7,
32,white, 2298641,0.584517,White queen from F3 to F5,
33,black, 4410256,1.175757,Black pawn from A7 to A5,
34,white, 5687465,1.462845,White queen from F5 to E6,
35,black,   87491,0.023404,Black king from E8 to D8,
36,white,  807565,0.203371,White queen from E6 to D6,
37,black, 1483091,0.391185,Black pawn from C6 to C5,
38,white,  503187,0.126924,White queen from D6 to D5,
39,black, 1604455,0.437884,Black bishop from H6 to G7,
40,white,  849605,0.214053,White queen from D5 to H1,
41,black,  481414,0.127190,Black knight from G8 to E7,
42,white,  207482,0.050294,White pawn from B2 to B3,
43,black,  439864,0.113377,Black bishop from G7 to H6,
44,white,  821670,0.210572,White pawn from C2 to C4,
45,black,  461951,0.122767,Black rook from H8 to F8,
46,white, 2600860,0.660426,White queen from H1 to G2,
47,black,  658548,0.168898,Black king from D8 to E8,
48,white, 1816445,0.445384,White queen from G2 to H3,
49,black,  214867,0.056563,Black queen from B6 to A6,
50,white,  449360,0.115361,White knight from B1 to C3,
51,black,  569240,0.145553,Black knight from D7 to B6,
52,white, 1429825,0.379518,White rook from G1 to F1,
53,black,  758127,0.208140,Black knight from E7 to C6,
54,white,  922476,0.250827,White bishop from C1 to A3,
55,black, 7518061,1.991143,Black knight from B6 to D7,
56,white, 2356525,0.628511,White king from D1 to E1,
57,black, 8197127,2.141644,Black knight from C6 to A7,
58,white, 2574226,0.681740,White knight from C3 to D1,
59,black, 7035174,1.759064,Black rook from F8 to H8,
60,white, 1385917,0.364368,White queen from H3 to F3,
61,black, 4438596,1.112547,Black rook from H8 to F8,
62,white,10824117,2.745231,White rook from F1 to G1,
63,black,19767089,4.865096,Black rook from F8 to H8,
64,white, 4562980,1.136247,White queen from F3 to D5,
65,black, 9496780,2.418032,Black queen from A6 to B6,
66,white, 9776222,2.438938,White queen from D5 to F3,
67,black,11758711,2.859118,Black knight from D7 to F8,
68,white,226309719,55.532312,White rook from G1 to G2,
69,black,114419596,27.553514,Black king from E8 to E7,
70,white,  236857,0.063251,White queen from F3 to H3,
71,black,  639657,0.172746,Black knight from F8 to D7,
72,white,  196725,0.050572,White knight from D1 to C3,
73,black,  135110,0.035148,Black rook from H8 to E8,
74,white,  111700,0.028527,White knight from C3 to D5,
75,black,   60343,0.017300,Black king from E7 to D6,
76,white, 1859927,0.511304,White knight from D5 to B6,
77,black, 1804678,0.488253,Black knight from D7 to B6,
78,white,  358420,0.095951,White rook from A1 to B1,
79,black,  929323,0.250212,Black rook from E8 to D8,
80,white,  712039,0.186664,White rook from B1 to A1,
81,black,  693349,0.190376,Black bishop from C8 to D7,
82,white, 2111159,0.574306,White queen from H3 to G3,
83,black, 3848024,1.043313,Black bishop from D7 to C6,
84,white, 1058589,0.284943,White pawn from F2 to F3,
85,black,  748431,0.205911,Black rook from D8 to C8,
86,white,  649062,0.174629,White pawn from D2 to D4,
87,black,  518638,0.144992,Black knight from B6 to D7,
88,white,  929046,0.249256,White rook from A1 to D1,
89,black, 1635562,0.437073,Black rook from C8 to G8,
90,white,  827339,0.228736,White pawn from D4 to E5,
91,black,   67512,0.018180,Black king from D6 to E6,
92,white,38014744,9.216250,White rook from D1 to D6,
93,black,  337912,0.092218,Black king from E6 to E7,
94,white,17209949,4.508475,White pawn from E5 to E6,
95,black, 7256105,1.903012,Black knight from D7 to E5,
96,white, 9797550,2.477981,White bishop from A3 to C5,
97,black, 2669773,0.698703,Black pawn from B7 to B6,
98,white, 7883791,2.021747,White rook from D6 to C6,
99,black,   58918,0.015304,Black pawn from B6 to C5,
